epoch,accuracy,auc,loss,lr,precision_4,recall_4,val_accuracy,val_auc,val_loss,val_precision_4,val_recall_4
0,0.7223796248435974,0.7804591059684753,0.5775668621063232,1e-04,0.7144563794136047,0.7475000023841858,0.65625,0.0,0.5474893450737,0.0,0.0
